InvoiceNo,StockCode,AirlineDescription,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
548404,85066,In-flight souvenir 1,2,31/3/2011 9:38,12.75,16398,United Kingdom
548405,85066,In-flight souvenir 1,2,31/3/2011 9:48,12.75,17088,United Kingdom
548490,85066,In-flight souvenir 1,4,31/3/2011 13:13,12.75,12909,United Kingdom
548555,85066,In-flight souvenir 1,2,1/4/2011 9:21,12.75,13758,United Kingdom
548668,85066,In-flight souvenir 1,2,1/4/2011 15:03,12.75,16162,United Kingdom
548698,85066,In-flight souvenir 1,1,3/4/2011 10:55,12.75,18109,United Kingdom
548707,85066,In-flight souvenir 1,2,3/4/2011 12:08,12.75,13781,United Kingdom
549017,85066,In-flight souvenir 1,2,5/4/2011 15:20,12.75,15145,United Kingdom
549120,85066,In-flight souvenir 1,1,6/4/2011 13:28,12.75,14587,United Kingdom
549263,85066,In-flight souvenir 1,2,7/4/2011 12:39,12.75,15800,United Kingdom
549301,85066,In-flight souvenir 1,2,8/4/2011 8:24,12.75,16643,United Kingdom
549306,85066,In-flight souvenir 1,2,8/4/2011 8:48,12.75,16837,United Kingdom
549317,85066,In-flight souvenir 1,2,8/4/2011 9:58,12.75,15109,United Kingdom
549524,85066,In-flight souvenir 1,1,8/4/2011 15:42,24.96,,United Kingdom
549571,85066,In-flight souvenir 1,2,10/4/2011 15:25,12.75,15655,United Kingdom
549576,85066,In-flight souvenir 1,2,11/4/2011 8:14,12.75,17069,United Kingdom
549750,85066,In-flight souvenir 1,5,12/4/2011 10:48,12.75,18109,United Kingdom
549826,85066,In-flight souvenir 1,1,12/4/2011 12:53,12.75,15044,United Kingdom
549915,85066,In-flight souvenir 1,2,13/4/2011 9:32,12.75,18231,United Kingdom
549984,85066,In-flight souvenir 1,4,13/4/2011 15:57,12.75,15147,United Kingdom
550071,85066,In-flight souvenir 1,2,14/4/2011 12:12,12.75,16735,United Kingdom
550183,85066,In-flight souvenir 1,2,14/4/2011 17:58,12.75,14105,United Kingdom
550193,85066,In-flight souvenir 1,2,15/4/2011 9:27,12.75,13952,United Kingdom
573332,85066,In-flight souvenir 1,1,30/10/2011 11:28,12.75,15059,United Kingdom
573362,85066,In-flight souvenir 1,2,30/10/2011 13:06,12.75,12597,Spain
573368,85066,In-flight souvenir 1,2,30/10/2011 13:18,12.75,14507,United Kingdom
573415,85066,In-flight souvenir 1,1,30/10/2011 16:17,12.75,13607,United Kingdom
573582,85066,In-flight souvenir 1,2,31/10/2011 14:23,12.75,16633,United Kingdom
573909,85066,In-flight souvenir 1,1,1/11/2011 15:26,12.75,17813,United Kingdom
574053,85066,In-flight souvenir 1,2,2/11/2011 14:04,12.75,16379,United Kingdom
574103,85066,In-flight souvenir 1,2,3/11/2011 10:30,12.75,13636,United Kingdom
574247,85066,In-flight souvenir 1,2,3/11/2011 12:56,12.75,13168,United Kingdom
574295,85066,In-flight souvenir 1,96,3/11/2011 15:47,10.95,17389,United Kingdom
574298,85066,In-flight souvenir 1,1,3/11/2011 15:56,24.96,,United Kingdom
574315,85066,In-flight souvenir 1,4,3/11/2011 17:53,12.75,17076,United Kingdom
574550,85066,In-flight souvenir 1,2,4/11/2011 15:18,12.75,12484,Spain
574575,85066,In-flight souvenir 1,2,4/11/2011 17:03,12.75,14971,United Kingdom
574704,85066,In-flight souvenir 1,2,6/11/2011 14:02,12.75,15696,United Kingdom
574709,85066,In-flight souvenir 1,2,6/11/2011 14:14,12.75,17768,United Kingdom
574709,85066,In-flight souvenir 1,2,6/11/2011 14:14,12.75,17768,United Kingdom
574743,85066,In-flight souvenir 1,1,6/11/2011 16:14,12.75,15351,United Kingdom
574891,85066,In-flight souvenir 1,1,7/11/2011 14:28,12.75,14606,United Kingdom
574937,85066,In-flight souvenir 1,2,7/11/2011 17:08,12.75,15344,United Kingdom
575088,85066,In-flight souvenir 1,2,8/11/2011 14:00,12.75,13272,United Kingdom
575148,85066,In-flight souvenir 1,2,8/11/2011 15:48,12.75,13867,United Kingdom
C575157,85066,In-flight souvenir 1,-2,8/11/2011 16:19,12.75,16379,United Kingdom
575164,85066,In-flight souvenir 1,2,8/11/2011 16:55,12.75,18216,United Kingdom
575215,85066,In-flight souvenir 1,8,9/11/2011 11:04,12.75,18109,United Kingdom
575517,85066,In-flight souvenir 1,1,10/11/2011 10:49,12.75,14562,United Kingdom
575602,85066,In-flight souvenir 1,1,10/11/2011 12:27,12.75,17059,United Kingdom
575649,85066,In-flight souvenir 1,1,10/11/2011 14:23,12.75,,United Kingdom
575683,85066,In-flight souvenir 1,54,10/11/2011 15:51,10.95,17389,United Kingdom
575718,85066,In-flight souvenir 1,1,10/11/2011 18:04,12.75,16907,United Kingdom
575875,85066,In-flight souvenir 1,2,11/11/2011 13:06,24.96,,United Kingdom
575973,85066,In-flight souvenir 1,2,13/11/2011 13:03,12.75,,EIRE
576066,85066,In-flight souvenir 1,1,13/11/2011 15:44,12.75,16898,United Kingdom
576256,85066,In-flight souvenir 1,1,14/11/2011 14:09,12.75,15953,United Kingdom
576259,85066,In-flight souvenir 1,2,14/11/2011 14:18,12.75,12957,United Kingdom
576274,85066,In-flight souvenir 1,1,14/11/2011 14:24,12.75,17793,United Kingdom
576329,85066,In-flight souvenir 1,1,14/11/2011 15:22,24.96,,United Kingdom
576362,85066,In-flight souvenir 1,2,14/11/2011 17:11,12.75,14755,United Kingdom
576383,85066,In-flight souvenir 1,2,15/11/2011 9:31,12.75,12883,United Kingdom
576412,85066,In-flight souvenir 1,2,15/11/2011 11:21,12.75,13455,United Kingdom
576557,85066,In-flight souvenir 1,1,15/11/2011 13:07,12.75,14714,United Kingdom
576618,85066,In-flight souvenir 1,1,15/11/2011 17:00,24.96,,United Kingdom
576642,85066,In-flight souvenir 1,2,16/11/2011 9:59,12.75,12963,United Kingdom
576779,85066,In-flight souvenir 1,2,16/11/2011 13:25,12.75,14554,United Kingdom
577061,85066,In-flight souvenir 1,2,17/11/2011 14:40,12.75,14911,EIRE
577069,85066,In-flight souvenir 1,2,17/11/2011 14:51,12.75,12704,Finland
577078,85066,In-flight souvenir 1,1,17/11/2011 15:17,24.96,,United Kingdom
577158,85066,In-flight souvenir 1,2,18/11/2011 9:58,12.75,16293,United Kingdom
577312,85066,In-flight souvenir 1,2,18/11/2011 13:18,12.75,17049,United Kingdom
577331,85066,In-flight souvenir 1,2,18/11/2011 14:23,12.75,14667,United Kingdom
577475,85066,In-flight souvenir 1,2,20/11/2011 11:30,12.75,15152,United Kingdom
577480,85066,In-flight souvenir 1,2,20/11/2011 11:37,12.75,14525,United Kingdom
577690,85066,In-flight souvenir 1,2,21/11/2011 11:34,12.75,12856,United Kingdom
577691,85066,In-flight souvenir 1,1,21/11/2011 11:34,12.75,14587,United Kingdom
577769,85066,In-flight souvenir 1,2,21/11/2011 15:27,12.75,16379,United Kingdom
578041,85066,In-flight souvenir 1,2,22/11/2011 14:23,12.75,17338,United Kingdom
578302,85066,In-flight souvenir 1,2,23/11/2011 15:23,12.75,16057,United Kingdom
578519,85066,In-flight souvenir 1,1,24/11/2011 13:56,12.75,14591,United Kingdom
578519,85066,In-flight souvenir 1,1,24/11/2011 13:56,12.75,14591,United Kingdom
578682,85066,In-flight souvenir 1,8,25/11/2011 8:55,10.95,17173,United Kingdom
578707,85066,In-flight souvenir 1,2,25/11/2011 11:20,12.75,17870,United Kingdom
578830,85066,In-flight souvenir 1,2,25/11/2011 14:58,12.75,15186,United Kingdom
578833,85066,In-flight souvenir 1,1,25/11/2011 15:23,24.96,,United Kingdom
578834,85066,In-flight souvenir 1,8,25/11/2011 15:32,12.75,18109,United Kingdom
578844,85066,In-flight souvenir 1,1,25/11/2011 16:14,24.96,,United Kingdom
579091,85066,In-flight souvenir 1,2,28/11/2011 10:49,12.75,14893,United Kingdom
579102,85066,In-flight souvenir 1,2,28/11/2011 11:33,12.75,14911,EIRE
579167,85066,In-flight souvenir 1,2,28/11/2011 14:06,12.75,16800,United Kingdom
579278,85066,In-flight souvenir 1,2,29/11/2011 10:18,12.75,14209,United Kingdom
579668,85066,In-flight souvenir 1,2,30/11/2011 12:32,12.75,15152,United Kingdom
C579904,85066,In-flight souvenir 1,-2,1/12/2011 8:43,12.75,17049,United Kingdom
580097,85066,In-flight souvenir 1,5,1/12/2011 14:58,12.75,14216,United Kingdom
580108,85066,In-flight souvenir 1,12,1/12/2011 15:42,12.75,14440,United Kingdom
580316,85066,In-flight souvenir 1,22,2/12/2011 15:25,10.95,18109,United Kingdom
580397,85066,In-flight souvenir 1,1,4/12/2011 11:24,12.75,13558,United Kingdom
580500,85066,In-flight souvenir 1,1,4/12/2011 12:52,12.75,17131,United Kingdom
580500,85066,In-flight souvenir 1,4,4/12/2011 12:52,12.75,17131,United Kingdom
580635,85066,In-flight souvenir 1,1,5/12/2011 12:30,12.75,14649,United Kingdom
C580711,85066,In-flight souvenir 1,-1,5/12/2011 16:36,12.75,16057,United Kingdom
580750,85066,In-flight souvenir 1,2,6/12/2011 9:56,12.75,12749,United Kingdom
580901,85066,In-flight souvenir 1,2,6/12/2011 12:45,12.75,16528,United Kingdom
580985,85066,In-flight souvenir 1,54,6/12/2011 16:33,10.95,17389,United Kingdom
581023,85066,In-flight souvenir 1,1,7/12/2011 10:35,24.96,,United Kingdom
581217,85066,In-flight souvenir 1,1,8/12/2011 9:20,24.96,,United Kingdom
581281,85066,In-flight souvenir 1,16,8/12/2011 11:36,10.95,18109,United Kingdom
581336,85066,In-flight souvenir 1,2,8/12/2011 12:10,12.75,16161,United Kingdom
581439,85066,In-flight souvenir 1,1,8/12/2011 16:30,24.96,,United Kingdom
581492,85066,In-flight souvenir 1,1,9/12/2011 10:03,24.96,,United Kingdom
581500,85066,In-flight souvenir 1,4,9/12/2011 10:45,12.75,15344,United Kingdom
C549666,85064,In-flight souvenir 1,-1,11/4/2011 12:17,4.65,13113,United Kingdom
C548723,85063,In-flight souvenir 1,-1,4/4/2011 9:02,16.95,15874,United Kingdom
546771,85059,In-flight souvenir 1,2,16/3/2011 15:19,3.75,17515,United Kingdom
546774,85059,In-flight souvenir 1,2,16/3/2011 15:45,3.75,14505,United Kingdom
546884,85059,In-flight souvenir 1,1,17/3/2011 18:08,7.46,,United Kingdom
546922,85059,In-flight souvenir 1,4,18/3/2011 9:59,3.75,14110,United Kingdom
547250,85059,In-flight souvenir 1,1,22/3/2011 9:30,7.46,,United Kingdom
549524,85059,In-flight souvenir 1,1,8/4/2011 15:42,7.46,,United Kingdom
549567,85059,In-flight souvenir 1,1,10/4/2011 15:07,3.75,13632,United Kingdom
549568,85059,In-flight souvenir 1,8,10/4/2011 15:09,3.75,15665,United Kingdom
549729,85059,In-flight souvenir 1,2,11/4/2011 16:17,3.75,13634,United Kingdom
550145,85059,In-flight souvenir 1,4,14/4/2011 14:15,3.75,12637,France
573585,85059,In-flight souvenir 1,1,31/10/2011 14:41,7.46,,United Kingdom
575090,85059,In-flight souvenir 1,2,8/11/2011 14:04,3.75,17515,United Kingdom
576246,85059,In-flight souvenir 1,2,14/11/2011 13:42,3.75,17566,United Kingdom
576329,85059,In-flight souvenir 1,1,14/11/2011 15:22,7.46,,United Kingdom
576665,85059,In-flight souvenir 1,1,16/11/2011 11:46,3.75,17841,United Kingdom
577314,85059,In-flight souvenir 1,8,18/11/2011 13:23,3.75,12444,Norway
577522,85059,In-flight souvenir 1,1,20/11/2011 13:23,3.75,15988,United Kingdom
578067,85059,In-flight souvenir 1,1,22/11/2011 15:43,7.46,,United Kingdom
578146,85059,In-flight souvenir 1,1,23/11/2011 11:07,3.75,13742,United Kingdom
578400,85059,In-flight souvenir 1,1,24/11/2011 11:52,3.75,12748,United Kingdom
578666,85059,In-flight souvenir 1,4,24/11/2011 17:06,3.75,17727,United Kingdom
579196,85059,In-flight souvenir 1,1,28/11/2011 15:54,7.46,14096,United Kingdom
579270,85059,In-flight souvenir 1,4,29/11/2011 9:50,3.75,15783,United Kingdom
579472,85059,In-flight souvenir 1,1,29/11/2011 15:09,3.75,13521,United Kingdom
580730,85059,In-flight souvenir 1,1,5/12/2011 17:28,7.46,,United Kingdom
581345,85059,In-flight souvenir 1,2,8/12/2011 12:15,3.75,17315,United Kingdom
581492,85059,In-flight souvenir 1,1,9/12/2011 10:03,7.46,,United Kingdom
574176,85054,In-flight souvenir 1,-39,3/11/2011 11:48,0,,United Kingdom
574438,85054,In-flight souvenir 1,27,4/11/2011 11:35,0,,United Kingdom
546136,85054,In-flight souvenir 1,1,9/3/2011 16:32,5.79,,United Kingdom
546427,85054,In-flight souvenir 1,4,13/3/2011 14:29,2.95,14606,United Kingdom
546520,85054,In-flight souvenir 1,6,14/3/2011 12:28,2.95,14911,EIRE
546644,85054,In-flight souvenir 1,6,15/3/2011 13:28,2.95,15932,United Kingdom
546896,85054,In-flight souvenir 1,1,17/3/2011 18:24,5.79,,United Kingdom
547569,85054,In-flight souvenir 1,27,24/3/2011 9:50,2.55,17491,United Kingdom
547785,85054,In-flight souvenir 1,2,25/3/2011 11:41,2.95,13097,United Kingdom
548014,85054,In-flight souvenir 1,6,29/3/2011 11:29,2.95,17719,United Kingdom
548194,85054,In-flight souvenir 1,1,29/3/2011 15:30,5.79,,United Kingdom
549568,85054,In-flight souvenir 1,6,10/4/2011 15:09,2.95,15665,United Kingdom
573481,85054,In-flight souvenir 1,6,31/10/2011 11:10,2.95,13994,United Kingdom
573585,85054,In-flight souvenir 1,2,31/10/2011 14:41,5.79,,United Kingdom
573866,85054,In-flight souvenir 1,6,1/11/2011 12:06,2.95,17495,United Kingdom
574081,85054,In-flight souvenir 1,6,2/11/2011 16:37,2.95,15804,United Kingdom
574343,85054,In-flight souvenir 1,6,4/11/2011 10:11,2.95,12576,Poland
574547,85054,In-flight souvenir 1,1,4/11/2011 15:08,2.95,17841,United Kingdom
574547,85054,In-flight souvenir 1,2,4/11/2011 15:08,2.95,17841,United Kingdom
575090,85054,In-flight souvenir 1,4,8/11/2011 14:04,2.95,17515,United Kingdom
575186,85054,In-flight souvenir 1,6,9/11/2011 9:01,2.95,17611,United Kingdom
575331,85054,In-flight souvenir 1,6,9/11/2011 13:52,2.95,13209,United Kingdom
575678,85054,In-flight souvenir 1,6,10/11/2011 15:23,2.95,16169,United Kingdom
576329,85054,In-flight souvenir 1,3,14/11/2011 15:22,5.79,,United Kingdom
576339,85054,In-flight souvenir 1,1,14/11/2011 15:27,5.79,14096,United Kingdom
578065,85054,In-flight souvenir 1,1,22/11/2011 15:41,5.79,,United Kingdom
578067,85054,In-flight souvenir 1,2,22/11/2011 15:43,5.79,,United Kingdom
578344,85054,In-flight souvenir 1,1,24/11/2011 9:21,5.79,,United Kingdom
579196,85054,In-flight souvenir 1,1,28/11/2011 15:54,5.79,14096,United Kingdom
546157,85053,In-flight souvenir 1,6,10/3/2011 8:40,2.1,13502,United Kingdom
546406,85053,In-flight souvenir 1,1,11/3/2011 16:21,4.13,,United Kingdom
546423,85053,In-flight souvenir 1,1,13/3/2011 12:39,2.1,14502,United Kingdom
546502,85053,In-flight souvenir 1,1,14/3/2011 11:46,2.1,16005,United Kingdom
546542,85053,In-flight souvenir 1,2,14/3/2011 15:13,2.1,13263,United Kingdom
546682,85053,In-flight souvenir 1,6,16/3/2011 8:31,2.1,12994,United Kingdom
546751,85053,In-flight souvenir 1,48,16/3/2011 12:45,1.69,13668,United Kingdom
546774,85053,In-flight souvenir 1,4,16/3/2011 15:45,2.1,14505,United Kingdom
546862,85053,In-flight souvenir 1,6,17/3/2011 15:34,2.1,16216,United Kingdom
546882,85053,In-flight souvenir 1,6,17/3/2011 17:26,2.1,14422,United Kingdom
546884,85053,In-flight souvenir 1,2,17/3/2011 18:08,4.13,,United Kingdom
546892,85053,In-flight souvenir 1,1,17/3/2011 18:20,4.13,,United Kingdom
546917,85053,In-flight souvenir 1,6,18/3/2011 9:17,2.1,14911,EIRE
547062,85053,In-flight souvenir 1,4,20/3/2011 13:28,2.1,16728,United Kingdom
C547232,85053,In-flight souvenir 1,-1,21/3/2011 16:15,2.1,12994,United Kingdom
547240,85053,In-flight souvenir 1,2,21/3/2011 16:32,2.1,17585,United Kingdom
547416,85053,In-flight souvenir 1,12,23/3/2011 10:15,2.1,15410,United Kingdom
547488,85053,In-flight souvenir 1,2,23/3/2011 11:30,2.1,13821,United Kingdom
547547,85053,In-flight souvenir 1,1,23/3/2011 15:30,4.13,,United Kingdom
547656,85053,In-flight souvenir 1,2,24/3/2011 12:53,2.1,13263,United Kingdom
547785,85053,In-flight souvenir 1,4,25/3/2011 11:41,2.1,13097,United Kingdom
547819,85053,In-flight souvenir 1,5,25/3/2011 14:45,2.1,12748,United Kingdom
547873,85053,In-flight souvenir 1,2,27/3/2011 15:33,2.1,13240,United Kingdom
547906,85053,In-flight souvenir 1,1,28/3/2011 12:13,2.1,14410,United Kingdom
547920,85053,In-flight souvenir 1,3,28/3/2011 12:52,2.1,14730,United Kingdom
547967,85053,In-flight souvenir 1,6,28/3/2011 15:49,4.13,,United Kingdom
548188,85053,In-flight souvenir 1,1,29/3/2011 15:12,2.1,13263,United Kingdom
548733,85053,In-flight souvenir 1,6,4/4/2011 10:29,2.1,17648,United Kingdom
548987,85053,In-flight souvenir 1,6,5/4/2011 12:50,2.1,14535,United Kingdom
549023,85053,In-flight souvenir 1,1,5/4/2011 16:27,4.13,,United Kingdom
549242,85053,In-flight souvenir 1,12,7/4/2011 11:41,2.1,14911,EIRE
549294,85053,In-flight souvenir 1,1,7/4/2011 19:27,2.1,13230,United Kingdom
549325,85053,In-flight souvenir 1,6,8/4/2011 10:32,2.1,12717,Greece
C549692,85053,In-flight souvenir 1,-1,11/4/2011 13:43,1.69,13668,United Kingdom
549729,85053,In-flight souvenir 1,2,11/4/2011 16:17,2.1,13634,United Kingdom
573430,85053,In-flight souvenir 1,6,31/10/2011 10:38,2.1,13813,Germany
573576,85053,In-flight souvenir 1,1,31/10/2011 14:09,4.13,14096,United Kingdom
573748,85053,In-flight souvenir 1,6,1/11/2011 9:24,2.1,14911,EIRE
574034,85053,In-flight souvenir 1,3,2/11/2011 12:45,2.1,17841,United Kingdom
574074,85053,In-flight souvenir 1,4,2/11/2011 15:33,4.13,,United Kingdom
574076,85053,In-flight souvenir 1,1,2/11/2011 15:38,4.13,,United Kingdom
574081,85053,In-flight souvenir 1,6,2/11/2011 16:37,2.1,15804,United Kingdom
574102,85053,In-flight souvenir 1,12,3/11/2011 10:27,2.1,16128,United Kingdom
574343,85053,In-flight souvenir 1,6,4/11/2011 10:11,2.1,12576,Poland
574678,85053,In-flight souvenir 1,6,6/11/2011 12:36,2.1,13365,United Kingdom
574950,85053,In-flight souvenir 1,1,8/11/2011 9:29,4.13,,United Kingdom
575190,85053,In-flight souvenir 1,48,9/11/2011 9:21,1.69,15189,United Kingdom
575298,85053,In-flight souvenir 1,4,9/11/2011 12:29,2.1,17841,United Kingdom
575739,85053,In-flight souvenir 1,2,11/11/2011 9:05,4.13,,United Kingdom
575751,85053,In-flight souvenir 1,6,11/11/2011 10:32,2.1,14911,EIRE
575753,85053,In-flight souvenir 1,1,11/11/2011 10:41,2.1,17841,United Kingdom
576019,85053,In-flight souvenir 1,6,13/11/2011 14:31,2.1,12865,Austria
576339,85053,In-flight souvenir 1,1,14/11/2011 15:27,4.13,14096,United Kingdom
576618,85053,In-flight souvenir 1,1,15/11/2011 17:00,4.13,,United Kingdom
576837,85053,In-flight souvenir 1,2,16/11/2011 15:16,4.13,,United Kingdom
577174,85053,In-flight souvenir 1,1,18/11/2011 10:58,2.1,17841,United Kingdom
577314,85053,In-flight souvenir 1,12,18/11/2011 13:23,2.1,12444,Norway
577358,85053,In-flight souvenir 1,1,18/11/2011 15:59,4.13,,United Kingdom
577609,85053,In-flight souvenir 1,6,21/11/2011 9:51,2.1,12349,Italy
577768,85053,In-flight souvenir 1,2,21/11/2011 15:18,4.13,,United Kingdom
578065,85053,In-flight souvenir 1,2,22/11/2011 15:41,4.13,,United Kingdom
578146,85053,In-flight souvenir 1,2,23/11/2011 11:07,2.1,13742,United Kingdom
578289,85053,In-flight souvenir 1,4,23/11/2011 14:07,2.1,17841,United Kingdom
578289,85053,In-flight souvenir 1,1,23/11/2011 14:07,2.1,17841,United Kingdom
578314,85053,In-flight souvenir 1,24,23/11/2011 16:33,2.1,13350,United Kingdom
578344,85053,In-flight souvenir 1,1,24/11/2011 9:21,4.13,,United Kingdom
578523,85053,In-flight souvenir 1,2,24/11/2011 14:10,2.1,15311,United Kingdom
578666,85053,In-flight souvenir 1,6,24/11/2011 17:06,2.1,17727,United Kingdom
578827,85053,In-flight souvenir 1,1,25/11/2011 14:25,4.13,,United Kingdom
578844,85053,In-flight souvenir 1,2,25/11/2011 16:14,4.13,,United Kingdom
578943,85053,In-flight souvenir 1,2,27/11/2011 13:35,2.1,15009,United Kingdom
579102,85053,In-flight souvenir 1,6,28/11/2011 11:33,2.1,14911,EIRE
579282,85053,In-flight souvenir 1,6,29/11/2011 10:41,2.1,16818,United Kingdom
579461,85053,In-flight souvenir 1,6,29/11/2011 14:42,2.1,15615,United Kingdom
579497,85053,In-flight souvenir 1,2,29/11/2011 15:39,2.1,14349,United Kingdom
579507,85053,In-flight souvenir 1,6,29/11/2011 16:32,2.1,15297,United Kingdom
579508,85053,In-flight souvenir 1,1,29/11/2011 16:33,4.13,,United Kingdom
579668,85053,In-flight souvenir 1,6,30/11/2011 12:32,2.1,15152,United Kingdom
579671,85053,In-flight souvenir 1,12,30/11/2011 12:38,2.1,12966,United Kingdom
579843,85053,In-flight souvenir 1,24,30/11/2011 16:21,2.1,12921,United Kingdom
579885,85053,In-flight souvenir 1,2,30/11/2011 17:37,2.1,15444,United Kingdom
579990,85053,In-flight souvenir 1,12,1/12/2011 11:20,2.1,14804,United Kingdom
580136,85053,In-flight souvenir 1,8,1/12/2011 19:42,2.1,17841,United Kingdom
580137,85053,In-flight souvenir 1,1,1/12/2011 19:54,2.1,17566,United Kingdom
580137,85053,In-flight souvenir 1,1,1/12/2011 19:54,2.1,17566,United Kingdom
580137,85053,In-flight souvenir 1,4,1/12/2011 19:54,2.1,17566,United Kingdom
580137,85053,In-flight souvenir 1,1,1/12/2011 19:54,2.1,17566,United Kingdom
580137,85053,In-flight souvenir 1,2,1/12/2011 19:54,2.1,17566,United Kingdom
580311,85053,In-flight souvenir 1,6,2/12/2011 14:48,2.1,18245,United Kingdom
580482,85053,In-flight souvenir 1,2,4/12/2011 12:44,2.1,16033,United Kingdom
580500,85053,In-flight souvenir 1,12,4/12/2011 12:52,2.1,17131,United Kingdom
580520,85053,In-flight souvenir 1,1,4/12/2011 14:55,2.1,13521,United Kingdom
580664,85053,In-flight souvenir 1,2,5/12/2011 14:03,2.1,15097,United Kingdom
580677,85053,In-flight souvenir 1,2,5/12/2011 14:40,2.1,16200,United Kingdom
580689,85053,In-flight souvenir 1,6,5/12/2011 15:43,2.1,12994,United Kingdom
580712,85053,In-flight souvenir 1,6,5/12/2011 16:37,2.1,13021,United Kingdom
580727,85053,In-flight souvenir 1,3,5/12/2011 17:17,4.13,14096,United Kingdom
580890,85053,In-flight souvenir 1,48,6/12/2011 12:28,1.69,15189,United Kingdom
580983,85053,In-flight souvenir 1,1,6/12/2011 16:26,4.13,,United Kingdom
580988,85053,In-flight souvenir 1,12,6/12/2011 16:41,2.1,18154,United Kingdom
581003,85053,In-flight souvenir 1,6,7/12/2011 8:38,2.1,14911,EIRE
581217,85053,In-flight souvenir 1,12,8/12/2011 9:20,2.1,,United Kingdom
581400,85053,In-flight souvenir 1,3,8/12/2011 13:36,2.1,14056,United Kingdom
581492,85053,In-flight souvenir 1,1,9/12/2011 10:03,4.13,,United Kingdom
581571,85053,In-flight souvenir 1,2,9/12/2011 12:00,2.1,15311,United Kingdom
573345,85048,In-flight souvenir 1,1,30/10/2011 12:14,7.95,17609,United Kingdom
573377,85048,In-flight souvenir 1,8,30/10/2011 13:51,7.95,14653,United Kingdom
573387,85048,In-flight souvenir 1,2,30/10/2011 14:33,7.95,15054,United Kingdom
573391,85048,In-flight souvenir 1,12,30/10/2011 14:57,6.95,14911,EIRE
573581,85048,In-flight souvenir 1,2,31/10/2011 14:22,7.95,14911,EIRE
573822,85048,In-flight souvenir 1,6,1/11/2011 11:33,7.95,15527,United Kingdom
573871,85048,In-flight souvenir 1,2,1/11/2011 12:34,7.95,14426,United Kingdom
573892,85048,In-flight souvenir 1,2,1/11/2011 13:57,7.95,14911,EIRE
574067,85048,In-flight souvenir 1,60,2/11/2011 14:50,6.95,14088,United Kingdom
574081,85048,In-flight souvenir 1,2,2/11/2011 16:37,7.95,15804,United Kingdom
574249,85048,In-flight souvenir 1,5,3/11/2011 13:01,7.95,16347,United Kingdom
574262,85048,In-flight souvenir 1,2,3/11/2011 14:05,7.95,13721,United Kingdom
574278,85048,In-flight souvenir 1,2,3/11/2011 14:42,7.95,15814,United Kingdom
C574494,85048,In-flight souvenir 1,-1,4/11/2011 13:11,7.95,15468,United Kingdom
574532,85048,In-flight souvenir 1,6,4/11/2011 14:19,7.95,15676,United Kingdom
574544,85048,In-flight souvenir 1,2,4/11/2011 14:49,7.95,17084,United Kingdom
574586,85048,In-flight souvenir 1,10,6/11/2011 10:15,7.95,14882,United Kingdom
574661,85048,In-flight souvenir 1,2,6/11/2011 11:56,7.95,13447,United Kingdom
574662,85048,In-flight souvenir 1,4,6/11/2011 12:01,7.95,16676,United Kingdom
574678,85048,In-flight souvenir 1,2,6/11/2011 12:36,7.95,13365,United Kingdom
574728,85048,In-flight souvenir 1,2,6/11/2011 15:02,7.95,13719,United Kingdom
574733,85048,In-flight souvenir 1,4,6/11/2011 15:17,7.95,17082,United Kingdom
574746,85048,In-flight souvenir 1,24,7/11/2011 8:30,6.95,16523,United Kingdom
574749,85048,In-flight souvenir 1,2,7/11/2011 8:54,7.95,15150,United Kingdom
574856,85048,In-flight souvenir 1,1,7/11/2011 12:06,16.63,,United Kingdom
C574876,85048,In-flight souvenir 1,-2,7/11/2011 13:13,7.95,14426,United Kingdom
574878,85048,In-flight souvenir 1,14,7/11/2011 13:18,6.95,14653,United Kingdom
575069,85048,In-flight souvenir 1,2,8/11/2011 12:51,7.95,17637,United Kingdom
575073,85048,In-flight souvenir 1,4,8/11/2011 13:10,7.95,13975,United Kingdom
575077,85048,In-flight souvenir 1,6,8/11/2011 13:22,7.95,15406,United Kingdom
575138,85048,In-flight souvenir 1,1,8/11/2011 15:24,16.63,,United Kingdom
575148,85048,In-flight souvenir 1,8,8/11/2011 15:48,7.95,13867,United Kingdom
575148,85048,In-flight souvenir 1,4,8/11/2011 15:48,7.95,13867,United Kingdom
575176,85048,In-flight souvenir 1,1,8/11/2011 18:29,16.63,,United Kingdom
575202,85048,In-flight souvenir 1,4,9/11/2011 10:14,7.95,13018,United Kingdom
575323,85048,In-flight souvenir 1,12,9/11/2011 13:37,6.95,15392,United Kingdom
C575327,85048,In-flight souvenir 1,-2,9/11/2011 13:47,7.95,14911,EIRE
575342,85048,In-flight souvenir 1,2,9/11/2011 14:44,7.95,17528,United Kingdom
575366,85048,In-flight souvenir 1,4,9/11/2011 15:02,7.95,14621,United Kingdom
575477,85048,In-flight souvenir 1,1,9/11/2011 16:14,16.63,,United Kingdom
575486,85048,In-flight souvenir 1,24,9/11/2011 17:07,6.95,14911,EIRE
575487,85048,In-flight souvenir 1,2,9/11/2011 17:11,7.95,15450,United Kingdom
575605,85048,In-flight souvenir 1,12,10/11/2011 12:35,6.95,17188,United Kingdom
575633,85048,In-flight souvenir 1,4,10/11/2011 13:44,7.95,15355,United Kingdom
575637,85048,In-flight souvenir 1,5,10/11/2011 13:46,7.95,16904,United Kingdom
